Vehicle 100
v 1427.83 2639.77
v 1223.33 3856.35
v 3874.93 155.28
v 2793.30 3569.00
v 1585.37 3251.31
v 2451.81 935.24
v 3660.52 1213.55
v 1092.12 3001.26
v 276.08 323.51
v 2241.10 713.70
v 1607.92 2981.62
v 3681.08 1206.11
v 3646.88 1203.07
v 783.49 1611.65
v 2454.80 932.92
v 1200.58 3828.72
v 812.21 1615.65
v 3791.87 1303.26
v 262.85 336.58
v 2902.45 530.47
v 280.08 329.87
v 1620.90 3004.48
v 164.68 128.71
v 153.24 135.98
v 3508.18 280.06
v 1577.08 3255.65
v 1761.36 606.76
v 1411.17 2649.74
v 1562.96 3265.52
v 3804.72 1312.27
v 150.40 145.49
v 1073.71 2994.19
v 1762.19 611.53
v 3854.83 3907.59
v 3817.66 1292.53
v 3859.39 3941.35
v 3644.27 3336.40
v 2781.16 3561.40
v 2764.14 3577.35
v 3619.72 3344.96
v 2792.43 3585.26
v 1608.08 1851.91
v 3886.91 157.85
v 2898.70 540.55
v 1211.38 3840.73
v 1563.36 3270.25
v 2443.20 921.83
v 1753.77 588.80
v 3639.04 3345.89
v 1216.79 3829.56
v 3513.63 267.48
v 3812.40 1314.46
v 156.82 143.95
v 3693.10 628.50
v 2806.02 3559.88
v 2256.32 703.08
v 3872.68 157.00
v 1408.02 2645.58
v 2260.29 1584.15
v 2780.67 3575.26
v 1601.22 2989.08
v 2981.43 612.36
v 3653.28 1207.28
v 141.84 136.00
v 3855.35 3908.41
v 3793.34 1308.48
v 2254.41 1588.63
v 1777.16 1258.73
v 3464.27 1299.19
v 2267.72 1586.76
v 1629.79 1870.35
v 2904.95 546.72
v 139.75 139.57
v 1072.24 2993.23
v 3803.04 1317.46
v 162.42 148.40
v 1093.84 3001.31
v 2986.70 606.23
v 1416.22 2636.46
v 3854.60 3922.14
v 1446.50 2642.33
v 2882.93 523.30
v 3876.01 165.39
v 3801.67 1317.83
v 799.77 1611.36
v 3486.13 1324.18
v 2465.26 926.09
v 3650.06 3359.73
v 153.85 166.53
v 270.65 329.41
v 1404.65 2657.85
v 1589.47 1866.52
v 2256.24 1590.95
v 1729.97 612.16
v 1410.05 2636.72
v 1600.78 1857.73
v 2449.64 928.74
v 1234.10 3827.22
v 3674.45 1197.74
v 2247.66 686.86
Request 1800
s 3619.51 3347.72
s 3502.44 262.06
s 2982.66 595.05
s 3663.15 1210.49
s 3667.87 1231.19
s 1601.65 3003.09
s 3695.88 645.88
s 3709.42 629.70
s 2259.26 1580.53
s 3666.67 1197.41
s 3712.70 611.68
s 793.04 1615.24
s 1086.37 2998.71
s 3484.26 1311.61
s 1560.62 3269.04
s 2252.67 1580.19
s 1578.73 3267.89
s 1086.23 2978.17
s 1076.59 3001.82
s 1785.00 1242.45
s 791.49 1615.10
s 3860.42 154.67
s 3012.66 612.77
s 2255.36 1576.70
s 3811.09 1293.42
s 3623.17 3353.11
s 793.13 1610.44
s 151.52 148.03
s 1082.35 2984.19
s 3706.56 636.88
s 3879.21 165.05
s 2805.62 3555.76
s 3499.24 273.39
s 794.03 1625.36
s 1743.43 629.56
s 2897.49 539.93
s 2251.49 1582.90
s 158.62 134.13
s 1806.30 1254.31
s 1598.71 2998.70
s 3703.59 621.00
s 282.06 327.21
s 3653.29 1211.85
s 1081.48 2968.66
s 1055.58 3000.24
s 3621.30 3342.92
s 2977.75 595.27
s 1557.56 3258.18
s 2791.13 3561.78
s 1785.27 1236.11
s 3692.13 639.64
s 2889.66 519.90
s 1072.38 2975.00
s 3695.87 649.71
s 2789.56 3569.18
s 1747.96 601.99
s 3501.89 273.80
