Vehicle 100
v 361.36 1479.16
v 1219.81 2735.97
v 1824.22 1551.64
v 2813.84 2499.77
v 755.15 3882.23
v 3202.72 2848.35
v 3233.51 3090.76
v 2454.92 1276.99
v 1454.28 2636.45
v 3128.81 3078.80
v 3470.36 1063.29
v 771.20 3881.54
v 3410.08 3740.97
v 2326.79 43.81
v 3199.73 2848.64
v 816.12 3721.38
v 3122.32 3057.30
v 1819.09 1552.59
v 2325.42 55.22
v 1842.34 1576.08
v 2311.71 35.39
v 3322.47 1818.83
v 3203.48 2852.00
v 3127.51 3082.91
v 2443.16 1286.82
v 185.73 163.94
v 1841.63 1571.81
v 1834.32 1563.41
v 174.51 146.13
v 2327.68 55.90
v 3474.42 1059.58
v 3321.51 1799.31
v 552.27 2066.52
v 1479.26 2360.34
v 1216.91 2720.47
v 785.41 3726.27
v 1171.15 2299.16
v 185.77 139.22
v 2325.38 54.92
v 1497.79 2170.41
v 953.00 3003.69
v 1172.48 2296.53
v 760.34 3885.46
v 1233.01 2729.98
v 2307.64 58.33
v 2336.65 63.37
v 1444.40 2647.15
v 3139.97 3047.33
v 978.45 2524.38
v 3138.49 3074.85
v 1852.61 2438.90
v 1489.79 2344.76
v 1445.14 2628.48
v 3322.03 1804.85
v 990.12 2504.50
v 366.31 1497.25
v 2409.10 1288.69
v 1021.24 2515.24
v 1484.22 2178.32
v 3310.61 1829.37
v 3226.50 3070.05
v 2440.58 1293.27
v 782.26 3874.49
v 795.47 3710.49
v 1827.73 1979.61
v 373.92 1474.97
v 2433.64 1281.48
v 1484.07 2156.30
v 556.03 2079.71
v 1179.82 2319.39
v 780.51 3878.90
v 3451.01 1062.17
v 1842.71 1979.59
v 1472.79 2343.50
v 2420.54 1260.99
v 2178.27 3817.59
v 2431.72 1294.44
v 812.32 3716.04
v 3476.31 1060.43
v 2166.64 3839.16
v 3403.64 3737.66
v 1211.30 2732.12
v 1215.80 2737.58
v 1002.88 2515.15
v 1869.13 2430.65
v 2174.97 3816.68
v 1219.83 2726.87
v 1161.98 2308.64
v 542.15 2065.49
v 2333.30 43.76
v 3125.22 3059.48
v 2428.85 1281.07
v 3463.51 1040.32
v 1191.15 2323.98
v 3309.13 1842.60
v 3136.08 3060.08
v 2802.80 2500.63
v 1467.35 2342.88
v 800.73 3727.74
v 381.66 1478.46
Request 1800
s 191.49 139.03
s 3418.72 3749.67
s 2425.73 1274.17
s 1215.93 2733.57
s 1486.12 2345.35
s 3475.65 1055.43
s 547.07 2057.92
s 3386.19 3752.64
s 1185.87 2312.31
s 3125.39 3064.63
s 3325.48 1806.77
s 3425.05 3742.06
s 991.01 2522.78
s 178.25 143.46
s 1202.64 2709.30
s 3125.80 3071.50
s 1185.09 2323.38
s 2795.11 2520.07
s 776.25 3890.31
s 1489.77 2350.67
s 1000.66 2507.84
s 3198.61 2855.10
s 1838.39 1547.70
s 362.53 1472.97
s 3331.88 1801.76
s 199.19 141.04
s 2166.38 3820.31
s 799.19 3729.45
s 1458.08 2642.44
s 382.36 1499.13
s 2804.33 2494.94
s 764.73 3887.81
s 3482.43 1071.26
s 3202.32 2852.68
s 1489.12 2351.49
s 774.15 3889.62
s 2334.48 42.73
s 1858.72 2422.06
s 195.59 149.15
s 543.60 2069.29
s 1481.85 2154.76
s 1478.10 2177.01
s 771.47 3898.00
s 2432.47 1277.81
s 3209.15 3094.33
s 1475.74 2342.95
s 1838.41 1991.32
s 935.31 3008.62
s 3189.07 2855.10
s 3483.13 1035.46
s 3221.06 3073.39
s 1851.99 2442.18
s 382.52 1486.90
s 766.00 3896.46
s 3391.37 3741.01
s 2321.82 42.10
s 1842.98 1596.70
s 1174.84 2310.03
s 3120.15 3052.31
s 555.06 2078.28
s 549.44 2076.25
s 3238.61 3077.68
s 3478.51 1030.66
s 549.40 2078.84
s 3126.02 3069.45
s 3310.89 1807.19
s 3231.48 3087.93
s 3474.64 1075.50
s 786.84 3731.98
s 1822.32 1993.22
s 545.46 2070.10
s 1218.72 2713.51
s 1002.17 2507.23
s 947.40 3026.30
s 2431.75 1263.39
s 1003.15 2529.26
s 3210.08 3072.55
s 767.15 3886.70
s 2159.76 3826.52
s 3481.13 1069.27
s 3228.93 3087.89
s 1182.82 2301.25
s 3479.01 1046.29
s 390.09 1498.54
s 1476.36 2178.56
s 808.98 3735.17
s 1428.03 2641.34
s 757.86 3890.56
s 997.19 2510.29
s 1473.93 2328.22
s 2324.10 36.80
s 3474.68 1050.25
s 3202.72 2837.02
s 1450.57 2171.33
s 3233.71 3070.66
s 3460.33 1039.95
s 2167.23 3838.50
s 772.41 3896.46
s 2425.74 1279.92
s 372.94 1490.84
s 365.91 1490.79
s 383.40 1496.18
s 3125.07 3085.21
s 1188.90 2313.94
s 2812.51 2494.42
s 3119.89 3039.81
s 1166.16 2309.34
s 3125.80 3061.40
s 189.17 134.81
s 3239.80 3097.88
s 192.62 156.11
s 3126.29 3067.23
s 791.13 3758.47
s 1224.09 2722.58
s 2805.63 2497.85
s 1842.28 1568.88
s 1478.89 2341.86
s 952.78 3008.52
s 1815.51 1982.68
s 3405.84 3722.35
s 1445.26 2631.17
s 1839.36 1569.67
s 3211.11 2850.47
s 1845.66 1574.78
s 1491.85 2173.62
s 1447.42 2636.60
s 1822.53 1563.85
s 3229.60 3090.98
s 528.59 2057.55
s 1164.66 2299.85
s 2319.97 42.11
s 1492.00 2179.05
s 555.96 2079.96
s 1448.01 2636.45
s 1858.52 2420.50
s 1842.99 1549.12
s 1186.22 2319.50
s 753.81 3891.01
s 1847.38 1550.42
s 3402.83 3739.60
s 950.37 2993.37
s 787.61 3873.83
s 3307.96 1823.30
s 3132.22 3044.93
s 3121.36 3062.01
s 767.13 3867.20
s 3398.37 3734.12
s 1847.76 2414.99
s 1831.57 1979.72
s 3463.44 1043.90
s 1853.58 1554.37
s 3401.49 3725.25
s 950.35 3006.28
s 2796.25 2497.77
s 766.62 3892.50
s 1449.60 2626.22
s 378.10 1498.13
s 3407.63 3735.83
s 2325.91 60.76
s 1486.29 2348.92
s 547.12 2061.64
s 1001.81 2491.09
s 803.83 3726.85
s 376.32 1475.40
s 1815.77 1982.61
s 2801.26 2497.28
s 1486.95 2159.34
s 748.06 3900.52
s 1215.11 2728.15
s 2791.66 2498.26
s 2332.88 41.10
s 1849.96 2423.56
s 367.07 1485.72
s 1162.71 2295.01
s 389.70 1471.40
s 2823.58 2509.49
s 811.79 3736.38
s 1185.62 2290.54
s 372.89 1487.26
s 376.16 1493.52
s 3496.06 1045.52
s 3410.33 3729.43
s 1485.35 2161.63
s 204.90 172.52
s 2422.07 1271.72
s 1468.99 2162.61
s 2427.86 1281.93
s 1832.33 1992.86
s 2798.95 2507.43
s 535.10 2075.70
s 776.85 3896.68
s 2338.75 40.80
s 1180.47 2308.87
s 1864.68 2433.63
s 782.10 3745.53
s 178.47 146.78
s 1482.17 2348.11
s 1432.96 2635.94
s 544.85 2096.80
s 1006.25 2516.46
s 963.67 3008.27
s 3329.29 1838.61
s 2164.53 3835.95
s 1847.59 1570.57
s 2800.68 2496.79
s 3482.63 1045.41
s 2334.99 49.68
s 1220.48 2732.83
s 2319.61 46.66
s 1837.17 1540.39
s 1502.39 2366.11
s 1489.95 2151.13
s 1851.70 1555.42
s 1833.19 2428.04
s 3237.61 3079.50
s 192.13 136.65
s 1831.23 1981.40
s 374.51 1497.92
s 3321.82 1811.24
s 1814.39 1999.82
s 956.91 3022.73
s 565.60 2072.46
s 2435.27 1276.73
s 3332.84 1788.78
s 1821.81 1985.39
s 1482.69 2342.71
s 3405.07 3739.06
s 1866.62 2445.47
s 3477.00 1070.89
s 3226.99 3085.59
s 3401.31 3741.80
s 2422.14 1283.15
s 3471.79 1045.52
s 970.00 3001.94
s 1222.21 2704.72
s 3246.04 3101.94
s 2177.64 3827.73
s 1434.44 2644.06
s 172.66 153.59
s 194.89 147.09
s 3220.77 3083.21
s 1846.79 2418.89
s 168.34 140.73
s 2320.41 36.92
s 1838.73 1970.19
s 791.37 3727.14
s 3326.68 1805.22
s 1834.85 1546.84
s 2165.68 3825.52
s 369.13 1484.41
s 210.23 154.51
s 1000.52 2524.56
s 1832.25 1999.17
s 3236.01 3094.50
s 3195.74 2859.91
s 1831.20 1566.57
s 1475.28 2355.84
s 3214.70 2853.81
s 198.53 137.77
s 3320.43 1823.93
s 3117.42 3073.22
s 1450.17 2641.60
s 205.58 152.35
s 3136.83 3074.06
s 367.26 1487.13
s 3203.17 2847.19
s 3485.77 1057.86
s 1175.79 2297.00
s 2806.81 2505.57
s 2807.78 2509.46
s 2177.40 3824.71
s 963.53 3015.66
s 811.15 3704.87
s 793.12 3717.11
s 1825.00 1984.84
s 3418.34 3741.13
s 1175.31 2306.80
s 1496.72 2361.61
s 1207.49 2718.70
s 2329.68 57.90
s 1845.93 2434.25
s 2323.47 59.48
s 782.99 3898.41
s 813.17 3718.90
s 985.58 2499.70
s 3252.07 3097.11
s 1436.77 2628.50
s 3124.65 3071.00
s 3474.15 1068.55
s 1852.67 2426.28
s 2324.61 41.97
s 1210.48 2727.81
s 3401.02 3738.50
s 934.33 2997.91
s 2814.25 2501.18
s 1838.04 1549.58
s 3120.47 3065.58
s 1833.36 1973.62
s 3226.57 3089.98
s 1000.31 2510.44
s 375.07 1494.41
s 537.61 2082.60
s 374.98 1478.63
s 2799.11 2494.93
s 1840.91 1562.74
s 785.42 3721.72
s 2424.99 1263.82
s 1493.30 2173.77
s 2797.50 2486.01
s 952.91 3009.66
s 1482.98 2360.72
s 1155.87 2303.45
s 3206.71 2865.30
s 2775.92 2503.45
s 3320.09 1820.21
s 1440.62 2633.05
s 544.22 2074.07
s 932.06 3010.13
s 3391.58 3751.64
s 3184.15 2851.02
s 3139.82 3066.65
s 3331.12 1825.67
s 1452.85 2624.01
s 3244.70 3070.06
s 3235.80 3091.57
s 1449.15 2627.16
s 1473.32 2340.17
s 1863.80 2434.26
s 2334.74 17.87
s 3391.28 3746.41
s 3453.98 1034.11
s 1020.21 2493.65
s 2434.21 1283.44
s 1454.95 2628.76
s 2817.91 2482.50
s 1435.94 2644.13
s 1191.06 2305.82
s 2804.55 2504.91
s 360.38 1481.11
s 1825.15 1546.00
s 1487.45 2163.96
s 1496.86 2364.81
s 190.49 154.13
s 1427.52 2644.94
s 575.26 2068.65
s 2810.41 2490.78
s 3198.89 2859.48
s 386.44 1502.30
s 549.17 2093.96
s 1480.23 2344.00
s 989.07 2500.89
s 1830.61 1568.65
s 2165.92 3845.39
s 1483.09 2352.69
s 2163.24 3836.24
s 1227.24 2705.49
s 1174.40 2310.96
s 2445.32 1271.28
s 367.39 1483.15
s 3340.82 1797.31
s 2797.11 2502.70
s 1020.58 2508.15
s 2812.96 2501.27
s 1838.29 1972.09
s 3206.29 2842.55
s 547.59 2073.62
s 556.10 2063.24
s 194.03 127.39
s 1827.05 1981.93
s 2168.76 3829.53
s 1179.99 2302.68
s 2326.19 41.96
s 1163.22 2312.27
s 1862.23 2432.78
s 3325.94 1822.44
s 1861.90 2423.46
s 996.61 2499.24
s 3318.93 1825.62
s 2435.32 1270.11
s 798.61 3713.49
s 3412.59 3720.86
s 3407.54 3745.83
s 1498.03 2339.45
s 936.76 3013.55
s 1225.59 2723.86
s 3390.40 3745.38
s 3336.24 1806.03
s 1003.58 2501.40
s 1877.29 2403.61
s 954.14 3008.72
s 785.47 3872.82
s 3314.04 1841.43
s 554.21 2077.70
s 1500.11 2163.84
s 3475.57 1059.97
s 2315.38 35.22
s 2150.70 3834.94
s 195.45 149.45
s 2343.55 51.73
s 2432.07 1280.19
s 3388.89 3721.25
s 379.77 1495.75
s 3226.91 3066.49
s 3339.29 1836.22
s 788.91 3886.26
s 3204.73 2857.91
s 2174.75 3823.77
s 2420.45 1256.62
s 367.72 1489.94
s 1864.33 2423.17
s 3399.25 3725.45
s 1449.74 2627.14
s 377.88 1486.34
s 3107.20 3084.33
s 555.66 2065.10
s 793.86 3735.55
s 1840.93 1559.88
s 2163.95 3817.44
s 1009.04 2518.94
s 777.94 3902.02
s 2165.04 3839.48
s 1817.02 1979.22
s 800.82 3719.19
s 2821.96 2490.24
s 2181.02 3823.54
s 3477.57 1075.21
s 1830.59 1574.38
s 2334.91 43.71
s 991.19 2530.32
s 1479.34 2363.93
s 1863.71 2440.06
s 547.17 2091.14
s 574.80 2072.15
s 200.34 155.83
s 791.81 3729.39
s 1439.33 2639.60
s 3191.45 2847.07
s 2439.07 1282.33
s 556.17 2077.36
s 1464.54 2167.44
s 1502.52 2165.75
s 998.65 2516.60
s 2432.13 1269.87
s 389.72 1473.40
s 1444.33 2633.04
s 560.39 2088.11
s 3203.83 2858.21
s 3117.07 3074.50
s 2417.72 1272.18
s 1175.11 2307.09
s 2168.44 3842.85
s 1428.21 2635.54
s 3399.51 3724.47
s 1176.25 2314.39
s 3235.09 3085.74
s 3321.84 1800.80
s 1486.32 2348.34
s 3231.09 3098.59
s 992.80 2506.56
s 1219.15 2726.40
s 768.79 3878.47
s 1187.18 2309.50
s 1203.95 2713.97
s 2324.73 49.24
s 1450.43 2632.65
s 373.93 1482.81
s 1830.65 1564.97
s 2328.15 28.76
s 1829.35 1992.90
s 1488.25 2343.22
s 377.01 1496.96
s 369.54 1484.92
s 1487.19 2331.78
s 192.77 144.70
s 3324.13 1795.98
s 2807.70 2513.09
s 533.00 2084.94
s 1481.37 2351.39
s 1490.44 2348.74
s 1168.30 2309.86
s 3312.16 1805.70
s 954.52 3005.33
s 3194.88 2848.92
s 1179.10 2316.54
s 2341.50 40.04
s 3185.23 2849.86
s 2176.92 3830.24
s 1173.20 2305.86
s 3126.37 3067.25
s 1855.21 2431.43
s 1835.12 2447.16
s 950.39 3008.97
s 1490.67 2340.73
s 3118.79 3072.96
s 3322.03 1813.08
s 987.88 2510.43
s 2424.63 1274.14
s 3230.89 3107.25
s 3390.40 3721.37
s 1832.21 1571.21
s 393.64 1484.73
s 2810.29 2497.41
s 1226.63 2735.95
s 1823.07 1987.86
s 2172.35 3824.32
s 546.10 2075.24
s 553.74 2074.38
s 1488.35 2163.30
s 1824.27 1562.28
s 2169.09 3826.49
s 1488.15 2149.91
s 1488.46 2342.45
s 1460.06 2644.32
s 553.45 2076.04
s 923.22 3035.70
s 181.69 145.23
s 2419.82 1276.20
s 997.61 2519.69
s 2440.78 1297.63
s 1433.29 2639.55
s 3476.50 1064.94
s 1474.29 2176.33
s 995.83 2519.21
s 1466.79 2174.33
s 787.62 3737.48
s 1482.20 2354.17
s 2812.21 2496.87
s 749.94 3876.73
s 1872.73 2424.16
s 3405.59 3730.84
s 1169.03 2325.78
s 2795.38 2500.88
s 548.71 2075.39
s 757.22 3877.91
s 374.59 1482.14
s 1825.84 1556.20
s 3338.72 1818.04
s 999.90 2514.30
s 3196.23 2872.52
s 3135.16 3081.54
s 3198.70 2852.18
s 561.41 2065.32
s 800.24 3714.11
s 2790.42 2514.93
s 3401.34 3731.68
s 2169.74 3813.18
s 759.73 3874.81
s 1426.95 2636.77
s 1487.05 2161.67
s 2167.74 3831.37
s 371.19 1495.90
s 3209.36 2865.68
s 363.08 1482.03
s 2417.12 1296.83
s 2159.62 3812.12
