Vehicle 250
v 387.82 1601.24
v 2955.70 2433.58
v 1911.71 643.28
v 1263.17 2786.19
v 3402.11 1102.10
v 1272.69 2806.33
v 405.88 848.50
v 1454.44 848.10
v 1215.59 3467.05
v 2297.26 2766.46
v 3514.71 126.15
v 2305.36 2779.96
v 2953.53 2419.96
v 3448.63 195.02
v 2306.65 2760.46
v 1238.05 3432.06
v 3038.73 2784.18
v 3962.50 2938.55
v 3512.49 138.57
v 2963.86 2431.53
v 2636.68 3650.47
v 1272.31 2791.92
v 413.05 1587.27
v 302.50 1022.15
v 2310.81 2776.98
v 3025.27 2800.50
v 1230.24 3470.47
v 1250.42 2789.87
v 1029.10 1769.60
v 1903.80 657.24
v 2637.60 3641.32
v 2643.53 3436.92
v 429.37 1597.17
v 3014.88 2795.24
v 3818.43 1197.33
v 2618.07 3625.58
v 1741.82 3812.12
v 1399.64 2966.07
v 1462.45 834.59
v 1025.60 1757.10
v 1258.73 2799.19
v 1403.75 2980.04
v 3022.67 2805.14
v 1229.63 1450.84
v 2627.70 3646.49
v 2620.79 3462.20
v 1717.28 3817.73
v 1743.87 3805.29
v 1248.93 1443.14
v 2301.78 2762.58
v 1237.55 3457.94
v 3451.07 226.10
v 394.17 1581.76
v 3445.04 219.29
v 3844.98 1200.73
v 1730.71 3788.47
v 2743.81 3993.10
v 1389.39 2951.44
v 1238.79 3428.70
v 1724.72 3813.11
v 2962.18 2431.37
v 3962.01 2910.51
v 659.93 2057.05
v 1743.99 3811.60
v 1259.87 2791.84
v 1402.65 2974.23
v 1916.82 651.82
v 1481.62 826.63
v 3808.57 1203.70
v 3518.96 1246.28
v 3460.67 236.04
v 3444.61 216.54
v 309.99 1007.49
v 408.53 1589.97
v 2345.01 176.02
v 3442.82 220.61
v 1014.30 1748.17
v 3973.54 2893.07
v 3968.95 2917.99
v 406.50 869.97
v 1906.86 657.80
v 3449.12 232.05
v 1216.18 3441.06
v 1235.22 3473.92
v 397.57 1576.83
v 2623.99 3645.64
v 1902.67 651.40
v 999.79 1750.72
v 2323.57 2758.74
v 417.58 859.98
v 3499.52 155.13
v 2290.22 2765.70
v 1393.24 2977.61
v 2762.55 4002.56
v 3955.26 2893.44
v 3521.10 136.82
v 2629.04 3467.00
v 1917.34 638.34
v 395.67 1580.55
v 1404.68 2961.14
v 3436.89 205.69
v 1246.81 1450.58
v 3431.11 233.56
