Vehicle 250
v 2644.93 34.57
v 1211.98 2023.51
v 391.92 1928.18
v 2002.76 2303.50
v 76.90 2020.03
v 2733.51 298.76
v 2435.85 224.81
v 3413.20 857.61
v 1900.15 440.57
v 2450.90 236.94
v 3392.66 843.94
v 2964.11 1465.63
v 2764.64 1985.54
v 2213.35 3705.48
v 1533.89 3173.75
v 2001.59 2317.62
v 712.15 3810.84
v 2774.39 1957.01
v 341.21 2777.89
v 2636.27 50.15
v 2913.16 3178.39
v 575.97 2052.34
v 359.66 2803.09
v 409.64 1922.60
v 570.37 2046.05
v 561.54 2055.70
v 2768.87 1977.62
v 3109.72 747.93
v 1557.68 3161.79
v 3386.77 844.22
v 1569.88 3167.59
v 378.35 1930.46
v 1902.18 443.23
v 3265.85 3352.96
v 2936.77 3196.09
v 373.65 1926.40
v 3130.31 767.57
v 2784.84 1963.47
v 2236.25 3706.30
v 2211.48 3689.85
v 3256.70 3348.87
v 634.22 1613.81
v 2444.11 231.28
v 430.97 3249.57
v 3122.50 746.42
v 90.05 1998.46
v 2007.05 2324.84
v 340.90 2783.17
v 1822.40 43.62
v 2199.86 3702.16
v 2639.12 49.08
v 1197.14 1998.24
v 540.01 2051.11
v 2448.78 226.83
v 3770.91 3034.57
v 3271.05 3365.69
v 2766.09 1958.99
v 2917.79 3174.64
v 2776.52 1968.43
v 351.63 2783.60
v 3391.39 858.97
v 2701.94 286.85
v 639.36 1617.95
v 3396.95 840.36
v 451.87 3283.51
v 2928.26 3187.17
v 2970.39 1448.49
v 550.80 2041.56
v 2917.40 3202.62
v 1213.40 2017.58
v 3768.03 3036.10
v 3399.71 854.49
v 1829.56 45.73
v 2983.91 1455.76
v 75.18 2003.33
v 3382.20 849.30
v 396.76 1917.48
v 692.60 3811.07
v 3112.67 780.97
v 3770.57 3027.63
v 544.28 2060.84
v 46.07 703.60
v 2648.11 36.44
v 2943.89 3195.93
v 2224.57 3696.09
v 444.02 3257.33
v 695.65 3812.21
v 2214.50 3708.44
v 2653.79 48.12
v 2025.93 3007.31
v 2958.01 1460.41
v 445.19 3250.98
v 2647.62 51.12
v 2209.13 3702.46
v 2634.85 38.51
v 1870.88 437.26
v 384.75 1935.42
v 1207.61 2016.88
v 2647.41 27.13
v 3138.83 769.13
v 2648.48 38.24
v 2643.71 50.25
v 2778.29 1967.55
