Vehicle 250
v 3729.48 67.25
v 3556.31 3242.07
v 301.22 2131.11
v 433.05 2754.16
v 442.88 2748.79
v 3744.56 62.66
v 3556.20 3217.10
v 447.89 2747.91
v 704.74 3359.49
v 2455.20 879.60
v 2517.06 614.63
v 892.37 452.77
v 16.72 1175.14
v 3176.03 500.70
v 2633.06 2826.56
v 423.14 1193.97
v 3575.04 3228.18
v 297.37 2119.87
v 2636.32 2828.13
v 1112.07 1208.82
v 3736.25 60.87
v 3369.61 505.06
v 2881.77 1932.06
v 2097.87 2905.83
v 2889.16 1947.88
v 1623.62 1461.94
v 3347.45 524.03
v 889.28 3074.57
v 308.88 2136.39
v 2291.33 1724.75
v 284.71 2138.93
v 3725.11 79.21
v 308.26 2139.53
v 444.81 2756.53
v 2454.25 895.67
v 1619.18 1446.75
v 1793.73 86.74
v 2203.79 2555.00
v 2908.60 3945.38
v 2277.39 1729.93
v 2456.17 894.53
v 290.37 2139.00
v 2115.92 3417.39
v 2088.07 2885.75
v 299.67 2135.87
v 2457.27 887.75
v 876.76 3059.20
v 2133.76 3411.87
v 2685.25 2302.10
v 2716.72 2333.01
v 883.66 3076.64
v 2116.74 1287.14
v 2117.48 1276.53
v 2297.95 1721.18
v 875.34 484.98
v 3158.86 481.39
v 296.00 2148.42
v 3165.75 486.27
v 3161.27 504.42
v 2123.23 3403.36
v 430.95 2759.53
v 3365.83 494.65
v 2520.73 620.18
v 1109.92 1196.83
v 572.14 19.52
v 2469.68 893.81
v 2378.99 764.55
v 559.17 3897.19
v 3554.70 3235.91
v 573.96 3870.56
v 997.26 2190.64
v 996.88 2200.57
v 2462.27 911.42
v 2915.03 3942.27
v 998.71 2202.45
v 1781.55 106.02
v 3735.20 82.34
v 1606.79 1470.44
v 994.27 2178.65
v 2910.78 3966.77
v 874.11 3086.74
v 869.77 2032.35
v 3379.41 508.24
v 564.26 3881.72
v 3163.86 504.97
v 2524.87 630.80
v 441.49 1201.35
v 2117.11 3409.35
v 312.80 2142.71
v 2125.38 3396.78
v 3574.23 3208.19
v 2896.64 1928.06
v 2447.74 889.20
v 2861.74 1956.61
v 2205.75 2561.04
v 1607.38 1457.13
v 439.90 2730.51
v 3363.38 493.24
v 2627.21 2830.64
v 869.69 3053.95
v 3545.89 3224.46
v 453.83 2761.70
v 2091.44 2907.76
v 3347.18 496.16
v 2380.84 785.37
v 440.43 2752.93
v 565.93 3874.58
v 2208.62 2527.07
v 3164.23 492.29
v 2115.53 1269.22
v 2924.51 3942.66
v 884.98 3069.89
v 292.65 2139.07
v 38.09 1160.38
v 442.20 2777.50
v 569.78 3862.47
v 2515.15 628.00
v 2614.38 2812.02
v 440.43 2752.26
v 1773.98 95.71
v 1615.68 1448.17
v 3753.46 48.91
v 2685.86 2328.92
v 1781.36 84.83
v 2179.54 2546.56
v 881.15 3071.26
v 739.50 3358.44
v 2375.90 771.93
v 2458.23 898.88
v 869.82 2032.72
v 563.23 3864.20
v 304.34 2136.07
v 3753.97 77.66
v 2869.75 1934.90
v 2918.10 3939.14
v 2514.71 621.70
v 2103.60 1277.15
v 871.51 3072.73
v 874.08 2027.20
v 2701.27 2334.17
v 2200.94 2555.31
v 1774.44 116.17
v 2892.25 1948.20
v 564.35 -3.07
v 558.15 3882.17
v 2101.98 2893.01
v 1108.48 1214.36
v 1017.83 2203.98
v 1005.44 2212.81
v 2100.62 1293.42
v 1092.52 1243.79
v 2880.28 1934.45
v 3171.18 492.00
v 2880.80 1936.78
v 1111.50 1225.28
v 3720.69 72.29
v 1119.80 1227.87
v 2923.04 3954.53
v 2118.04 1282.79
v 2099.23 2911.91
v 2373.13 774.04
v 2110.71 1281.71
v 872.35 486.21
v 3738.20 78.25
v 2691.89 2337.90
v 1618.59 1454.04
v 33.96 1171.10
v 1110.78 1214.76
v 3372.08 498.04
v 3551.16 3238.75
v 2104.16 2915.87
v 3545.85 3236.63
v 2501.59 627.93
v 2641.44 2816.96
v 3567.78 3247.49
v 2463.82 900.01
v 880.06 2042.94
v 894.92 462.22
v 2116.42 3412.40
v 2887.25 1901.65
v 3191.36 495.38
v 2087.81 2897.27
v 2283.26 1699.25
v 2445.98 892.83
v 556.56 3873.29
v 2195.13 2541.07
v 2905.92 3946.69
v 313.83 2158.35
v 2197.62 2544.67
v 2198.97 2554.36
v 3562.78 3224.08
v 434.63 2759.35
v 1113.84 1226.99
v 986.34 2188.15
v 2111.70 1267.56
v 2707.20 2316.96
v 901.41 3072.60
v 3542.50 3229.71
v 2174.27 2540.77
v 2296.33 1713.22
v 2510.86 620.42
v 2900.53 1912.04
v 579.59 8.13
v 451.67 1193.32
v 2296.18 1717.34
v 3544.89 3250.69
v 692.12 3378.22
v 568.84 -17.82
v 2176.13 2527.66
v 1603.57 1461.05
v 3179.89 509.23
v 867.70 2045.25
v 29.46 1171.63
v 2201.86 2540.87
v 1102.61 1204.08
v 2357.27 770.41
v 305.91 2108.00
v 3351.68 507.72
v 2285.39 1729.55
v 2887.53 1937.77
v 2091.88 2915.95
v 1788.83 94.22
v 872.74 3070.43
v 2640.26 2841.97
v 2108.77 1272.94
v 2099.65 1289.39
v 712.97 3365.96
v 566.00 15.92
v 2533.40 613.36
v 1618.28 1458.80
v 1624.16 1464.42
v 695.29 3364.87
v 2697.41 2319.17
v 705.46 3361.55
v 1005.18 2183.98
v 445.98 1177.32
v 3372.57 518.48
v 2096.92 2898.12
v 449.97 2764.14
v 1787.51 92.85
v 3551.87 3230.41
v 1110.56 1230.06
v 1801.01 111.78
v 2387.57 781.76
v 2519.84 629.01
v 24.32 1181.52
v 2206.75 2545.11
v 1002.22 2202.92
v 1764.32 94.80
v 2687.97 2314.33
Request 4500
s 2925.14 3942.83
s 857.08 2051.48
s 557.93 -16.27
s 2187.58 2556.16
s 2876.83 1959.63
s 2647.41 2803.98
s 2709.49 2331.03
s 2173.01 2546.14
s 887.18 3064.68
s 423.92 2746.38
s 866.08 2045.12
s 3570.97 3220.15
s 878.40 2032.35
s 301.05 2141.61
s 2613.80 2839.61
s 1787.03 82.32
s 435.46 1187.20
s 868.08 459.26
s 2254.23 1725.80
s 2924.28 3944.08
s 2704.53 2334.28
s 3560.09 3227.17
s 305.14 2131.55
s 2895.94 1918.66
s 441.66 1186.52
s 1122.11 1228.52
s 2288.50 1722.49
s 1783.09 93.90
s 2296.16 1700.23
s 2633.03 2831.64
s 2886.71 1936.93
s 883.32 3067.72
s 2682.08 2336.10
s 28.76 1171.48
s 2289.83 1727.62
s 1796.55 85.15
s 565.30 3880.40
s 3359.71 500.43
s 447.83 1197.19
s 2370.22 779.83
s 314.94 2130.76
s 879.76 3087.27
s 3174.37 480.07
s 2296.92 1715.33
s 2113.61 1292.20
s 3354.48 516.15
s 3376.95 498.64
s 1779.79 99.45
s 730.63 3372.75
s 2623.12 2831.43
s 1000.08 2203.90
s 430.13 2758.99
s 1015.47 2196.11
s 2193.30 2536.92
s 3372.72 522.25
s 550.08 3857.98
s 294.61 2142.39
s 301.04 2141.64
s 1610.94 1472.20
s 447.10 2768.69
s 3191.97 472.99
s 3188.12 490.12
s 1791.12 90.21
s 2453.14 893.96
s 2619.12 2810.98
s 1621.37 1442.07
s 2466.95 889.15
s 2872.44 1936.43
s 2301.31 1698.96
