Vehicle 250
v 1430.82 92.58
v 207.28 3754.31
v 2731.49 2957.67
v 497.22 955.50
v 753.08 444.62
v 61.81 1152.77
v 3896.18 2799.23
v 3918.68 3232.90
v 3919.37 1284.65
v 1365.74 595.25
v 3923.27 3214.87
v 3946.67 3233.00
v 950.63 400.10
v 3078.73 1556.20
v 789.66 279.27
v 207.42 3738.39
v 2121.02 252.44
v 3059.54 410.61
v 489.12 953.22
v 45.51 1169.89
v 2279.18 362.43
v 56.35 1180.34
v 927.25 404.54
v 865.90 3764.43
v 2727.97 2947.67
v 475.71 959.75
v 3569.98 3078.63
v 2741.75 2937.99
v 2375.48 505.35
v 2261.29 1099.22
v 2441.94 1290.26
v 3907.24 3212.80
v 765.70 434.74
v 1609.58 1772.22
v 1952.58 3913.95
v 627.46 1683.51
v 2729.29 2948.80
v 3559.11 3075.12
v 1675.61 1256.94
v 1958.16 3901.58
v 3061.76 456.27
v 3058.11 437.07
v 787.35 286.79
v 237.44 563.37
v 375.52 648.15
v 3087.60 1560.90
v 486.47 958.60
v 629.74 1678.73
v 3055.80 1565.07
v 248.27 546.89
v 1258.32 867.63
v 868.87 3772.12
v 2399.12 3486.65
v 363.99 664.83
v 1619.73 1769.52
v 760.61 409.41
v 648.38 3002.74
v 1340.97 3748.89
v 362.25 645.98
v 1437.38 98.02
v 2379.86 475.64
v 935.67 382.98
v 3067.64 436.92
v 2280.61 1113.56
v 844.48 3759.69
v 2419.59 3502.44
v 2855.77 3196.26
v 2272.27 1087.53
v 935.90 384.81
v 2728.62 2942.91
v 3057.39 442.58
v 2136.20 267.60
v 2455.54 1292.31
v 948.06 394.91
v 21.38 3768.46
v 3567.57 3054.72
v 75.13 1167.72
v 751.12 422.81
v 1421.11 122.38
v 3062.01 446.88
v 2264.31 370.51
v 3895.33 2801.00
v 90.83 2858.58
v 948.30 404.61
v 3065.89 1559.95
v 2386.15 501.81
v 1957.98 3903.80
v 2257.71 1122.31
v 90.17 2881.71
v 103.04 2889.95
v 2427.79 1305.58
v 2868.13 3199.33
v 2864.28 3194.04
v 364.08 645.96
v 1369.11 591.71
v 194.60 3744.40
v 1333.11 3762.85
v 612.19 1687.35
v 1268.05 866.59
v 492.78 972.29
v 3559.81 3073.85
v 3926.97 3220.32
v 1340.23 3733.84
v 2123.72 266.02
v 3554.68 3063.40
v 598.04 1687.49
v 840.17 3757.35
v 3564.68 3053.67
v 3910.39 2810.86
v 1385.11 603.81
v 2423.61 3504.97
v 800.21 298.07
v 210.17 3760.48
v 633.26 2992.78
v 2246.70 1084.25
v 628.72 1686.03
v 69.96 1136.27
v 16.54 3759.38
v 3925.75 3220.29
v 3062.82 453.71
v 807.99 287.21
v 2425.80 3509.41
v 2380.94 509.09
v 492.16 961.80
v 3060.51 425.61
v 1381.58 582.50
v 29.77 3753.10
v 1947.89 3909.85
v 2837.10 3187.40
v 937.84 377.04
v 962.29 392.37
v 378.73 654.88
v 749.70 421.01
v 2455.26 1292.77
v 485.22 966.58
v 1964.47 3905.22
v 1353.85 3728.36
v 2749.73 2936.98
v 1945.13 3882.53
v 2272.40 350.22
v 3089.33 1561.93
v 2272.18 367.55
v 207.69 3738.41
v 942.47 404.83
v 1324.45 3736.77
v 1665.75 1267.28
v 252.45 557.17
v 618.61 1692.42
v 465.98 960.08
v 2434.58 1319.91
v 3071.38 441.23
v 3913.30 1285.85
v 80.14 2881.80
v 1943.50 3889.26
v 2277.30 1099.34
v 54.86 1178.34
v 2428.80 3486.70
v 355.28 661.73
v 634.02 1689.25
v 3936.58 1285.30
v 2123.83 276.18
v 372.17 652.87
v 803.84 278.73
v 5.01 3758.71
v 3913.62 1267.74
v 2831.10 3189.89
v 237.33 546.40
v 83.22 1166.80
v 2389.67 496.58
v 3054.13 433.64
v 2427.81 3488.42
v 1682.56 1262.54
v 261.82 551.79
v 3057.84 437.63
v 1614.18 1765.25
v 2380.69 481.33
v 11.90 3763.61
v 3563.30 3063.11
v 80.23 2879.72
v 3583.42 3050.30
v 3078.43 445.96
v 3590.57 3025.51
v 3917.78 1290.62
v 2118.48 270.60
v 644.92 3007.45
v 925.31 406.93
v 1368.85 587.43
v 3887.28 2799.85
v 1940.97 1468.42
v 2732.41 2946.16
v 853.65 3770.70
v 3907.38 1278.39
v 1327.64 3745.92
v 2259.30 358.33
v 2443.98 1285.72
v 1625.88 1760.96
v 245.15 533.13
v 2137.20 263.57
v 201.15 3753.88
v 2411.63 3493.81
v 2259.18 1090.67
v 3904.18 3210.87
v 1926.73 1474.51
v 15.53 3757.53
v 1681.92 1256.47
v 2247.71 1099.55
v 1334.54 3725.56
v 778.45 282.66
v 1429.73 89.04
v 664.11 3003.37
v 1610.98 1772.77
v 3586.70 3064.47
v 196.50 3748.10
v 2409.52 3499.42
v 483.16 965.38
v 764.16 435.16
v 2414.08 3502.37
v 203.09 3771.48
v 1607.86 1753.96
v 3066.32 1548.96
v 259.44 556.23
v 856.94 3787.98
v 627.78 1691.78
v 2267.10 349.19
v 11.32 3756.29
v 1598.99 1774.43
v 1932.95 1494.21
v 1258.41 868.81
v 2406.53 3497.06
v 1683.48 1268.46
v 217.95 551.82
v 2739.98 2954.31
v 1345.81 3741.89
v 3561.81 3072.14
v 751.71 443.56
v 2437.14 1291.67
v 1419.44 106.55
